Department Name,Municipality Name,Temperature
NARIÑO,LA UNION,14
NARIÑO,LEIVA,25
NARIÑO,LINARES,18
NARIÑO,SOTOMAYOR,18
NARIÑO,PAYAN,27
NARIÑO,PIEDRANCHA,18
NARIÑO,MOSQUERA,14
NARIÑO,NARIÑO,18
NARIÑO,BOCAS DE SATINGA,27
NARIÑO,OSPINA,14
NARIÑO,SALAHONDA,27
NARIÑO,POLICARPA,25
NARIÑO,POTOSI,14
NARIÑO,PROVIDENCIA,14
NARIÑO,PUERRES,12
NARIÑO,PUPIALES,10
NARIÑO,RICAURTE,29
NARIÑO,SAN JOSE,18
NARIÑO,SAMANIEGO,18
NARIÑO,SANDONA,18
NARIÑO,SAN BERNARDO,18
NARIÑO,SAN LORENZO,16
NARIÑO,SAN PABLO,29
NARIÑO,SAN PEDRO DE CARTAGO,18
NARIÑO,ISCUANDE,27
NARIÑO,GUACHAVES,14
NARIÑO,SAPUYES,10
NARIÑO,TAMINANGO,18
NARIÑO,TANGUA,16
NARIÑO,SAN ANDRES DE TUMACO, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURISTICO,27
NARIÑO,TUQUERRES,10
NARIÑO,YACUANQUER,14
NORTE DE SANTANDER,SAN JOSE DE CUCUTA,27
NORTE DE SANTANDER,ABREGO,21
NORTE DE SANTANDER,ARBOLEDAS,25
NORTE DE SANTANDER,BOCHALEMA,18
NORTE DE SANTANDER,BUCARASICA,23
NORTE DE SANTANDER,CACOTA,14
NORTE DE SANTANDER,CACHIRA,14
NORTE DE SANTANDER,CHINACOTA,18
NORTE DE SANTANDER,CHITAGA,14
NORTE DE SANTANDER,CONVENCION,21
NORTE DE SANTANDER,CUCUTILLA,18
NORTE DE SANTANDER,DURANIA,22
NORTE DE SANTANDER,EL CARMEN,21
NORTE DE SANTANDER,EL TARRA,27
NORTE DE SANTANDER,EL ZULIA,27
NORTE DE SANTANDER,GRAMALOTE,18
NORTE DE SANTANDER,HACARI,18
NORTE DE SANTANDER,HERRAN,18
NORTE DE SANTANDER,LABATECA,18
NORTE DE SANTANDER,LA ESPERANZA,27
NORTE DE SANTANDER,LA PLAYA,21
NORTE DE SANTANDER,LOS PATIOS,26
NORTE DE SANTANDER,LOURDES,18
NORTE DE SANTANDER,MUTISCUA,12
NORTE DE SANTANDER,OCAÑA,21
NORTE DE SANTANDER,PAMPLONA,14
NORTE DE SANTANDER,PAMPLONITA,18
NORTE DE SANTANDER,PUERTO SANTANDER,27
NORTE DE SANTANDER,RAGONVALIA,18
NORTE DE SANTANDER,SALAZAR DE LAS PALMAS,25
NORTE DE SANTANDER,SAN CALIXTO,18
NORTE DE SANTANDER,SAN CAYETANO,27
NORTE DE SANTANDER,SANTIAGO,25
NORTE DE SANTANDER,SARDINATA,27
NORTE DE SANTANDER,SILOS,14
NORTE DE SANTANDER,TEORAMA,21
NORTE DE SANTANDER,TIBU,27
NORTE DE SANTANDER,TOLEDO,18
NORTE DE SANTANDER,VILLA CARO,18
NORTE DE SANTANDER,VILLA DEL ROSARIO,26
QUINDIO,ARMENIA,18
QUINDIO,BUENAVISTA,16
QUINDIO,CALARCA,20
QUINDIO,CIRCASIA,18
QUINDIO,CORDOBA,29
QUINDIO,FILANDIA,18
QUINDIO,GENOVA,18
QUINDIO,LA TEBAIDA,23
QUINDIO,MONTENEGRO,21
QUINDIO,PIJAO,18
QUINDIO,QUIMBAYA,21
QUINDIO,SALENTO,18
RISARALDA,PEREIRA,21
RISARALDA,APIA,18
RISARALDA,BALBOA,22
RISARALDA,BELEN DE UMBRIA,18
RISARALDA,DOSQUEBRADAS,20
RISARALDA,GUATICA,18
RISARALDA,LA CELIA,18
RISARALDA,LA VIRGINIA,23
RISARALDA,MARSELLA,20
RISARALDA,MISTRATO,18
RISARALDA,PUEBLO RICO,18
RISARALDA,QUINCHIA,18
RISARALDA,SANTA ROSA DE CABAL,18
RISARALDA,SANTUARIO,18
SANTANDER,BUCARAMANGA,21
SANTANDER,AGUADA,18
SANTANDER,ALBANIA,25
SANTANDER,ARATOCA,18
SANTANDER,BARBOSA,18
SANTANDER,BARICHARA,21
SANTANDER,BARRANCABERMEJA,29
SANTANDER,BETULIA,18
SANTANDER,BOLIVAR,18
SANTANDER,CABRERA,18
SANTANDER,CALIFORNIA,16
SANTANDER,CAPITANEJO,18
SANTANDER,CARCASI,18
SANTANDER,CEPITA,18
SANTANDER,CERRITO,14
SANTANDER,CHARALA,21
SANTANDER,CHARTA,18
SANTANDER,CHIMA,27
SANTANDER,CHIPATA,18
SANTANDER,CIMITARRA,27
SANTANDER,CONCEPCION,18
SANTANDER,CONFINES,21
SANTANDER,CONTRATACION,18
SANTANDER,COROMORO,20
SANTANDER,CURITI,21
SANTANDER,EL CARMEN DE CHUCURI,25
SANTANDER,EL GUACAMAYO,18
SANTANDER,EL PEÑON,29
SANTANDER,EL PLAYON,27
SANTANDER,ENCINO,18
SANTANDER,ENCISO,18
SANTANDER,FLORIAN,18
SANTANDER,FLORIDABLANCA,23
SANTANDER,GALAN,21
SANTANDER,GAMBITA,18
SANTANDER,GIRON,23
SANTANDER,GUACA,14
SANTANDER,GUADALUPE,18
SANTANDER,GUAPOTA,21
SANTANDER,GUAVATA,18
SANTANDER,GÜEPSA,
SANTANDER,HATO,21
SANTANDER,JESUS MARIA,18
SANTANDER,JORDAN,
SANTANDER,LA BELLEZA,16
SANTANDER,LANDAZURI,26
SANTANDER,LA PAZ,18
SANTANDER,LEBRIJA,23
SANTANDER,LOS SANTOS,23
SANTANDER,MACARAVITA,18
SANTANDER,MALAGA,16
SANTANDER,MATANZA,18
SANTANDER,MOGOTES,18
SANTANDER,MOLAGAVITA,18
SANTANDER,OCAMONTE,21
SANTANDER,OIBA,21
SANTANDER,ONZAGA,18
SANTANDER,PALMAR,21
SANTANDER,PALMAS DEL SOCORRO,21
SANTANDER,PARAMO,21
SANTANDER,PIEDECUESTA,23
SANTANDER,PINCHOTE,21
SANTANDER,PUENTE NACIONAL,18
SANTANDER,PUERTO PARRA,29
SANTANDER,PUERTO WILCHES,29
SANTANDER,RIONEGRO,18
SANTANDER,SABANA DE TORRES,29
SANTANDER,SAN ANDRES,14
SANTANDER,SAN BENITO,21
SANTANDER,SAN GIL,21
SANTANDER,SAN JOAQUIN,18
SANTANDER,SAN JOSE DE MIRANDA,18
SANTANDER,SAN MIGUEL,18
SANTANDER,SAN VICENTE DE CHUCURI,25
SANTANDER,SANTA BARBARA,18
SANTANDER,SANTA HELENA DEL OPON,25
SANTANDER,SIMACOTA,21
SANTANDER,SOCORRO,21
SANTANDER,SUAITA,21
SANTANDER,SUCRE,22
SANTANDER,SURATA,18
SANTANDER,TONA,18
SANTANDER,VALLE DE SAN JOSE,21
SANTANDER,VELEZ,16
SANTANDER,VETAS,10
SANTANDER,VILLANUEVA,27
SANTANDER,ZAPATOCA,18
SUCRE,SINCELEJO,27
SUCRE,BUENAVISTA,16
SUCRE,CAIMITO,29
SUCRE,RICAURTE (COLOSO),27
SUCRE,COROZAL,27
SUCRE,COVEÑAS,28
SUCRE,CHALAN,27
SUCRE,EL ROBLE,27
SUCRE,GALERAS,27
SUCRE,GUARANDA,29
SUCRE,LA UNION,14
SUCRE,LOS PALMITOS,27
SUCRE,MAJAGUAL,29
SUCRE,MORROA,27
SUCRE,OVEJAS,27
SUCRE,PALMITO,27
SUCRE,SAMPUES,27
SUCRE,SAN BENITO ABAD,29
SUCRE,BETULIA,18
SUCRE,SAN MARCOS,29
SUCRE,SAN ONOFRE,27
SUCRE,SAN PEDRO,27
SUCRE,SINCE,27
SUCRE,SUCRE,22
SUCRE,SANTIAGO DE TOLU,28
SUCRE,TOLUVIEJO,27
TOLIMA,IBAGUE,23
TOLIMA,ALPUJARRA,22
TOLIMA,ALVARADO,27
TOLIMA,AMBALEMA,29
TOLIMA,ANZOATEGUI,18
TOLIMA,GUAYABAL,27
TOLIMA,ATACO,27
TOLIMA,CAJAMARCA,18
TOLIMA,CARMEN DE APICALA,27
TOLIMA,CASABIANCA,18
TOLIMA,CHAPARRAL,25
TOLIMA,COELLO,29
TOLIMA,COYAIMA,29
TOLIMA,CUNDAY,27
TOLIMA,DOLORES,18
TOLIMA,EL ESPINAL,29
TOLIMA,FALAN,24
TOLIMA,FLANDES,29
TOLIMA,FRESNO,23
TOLIMA,GUAMO,29
TOLIMA,HERVEO,18
TOLIMA,HONDA,27
TOLIMA,ICONONZO,22
TOLIMA,LERIDA,28
TOLIMA,LIBANO,18
TOLIMA,SAN SEBASTIAN DE MARIQUITA,26
TOLIMA,MELGAR,27
TOLIMA,MURILLO,12
TOLIMA,NATAGAIMA,29
TOLIMA,ORTEGA,27
TOLIMA,PALOCABILDO,18
TOLIMA,PIEDRAS,27
TOLIMA,PLANADAS,25
TOLIMA,PRADO,29
TOLIMA,PURIFICACION,29
TOLIMA,RIOBLANCO,25
TOLIMA,RONCESVALLES,14
TOLIMA,ROVIRA,18
TOLIMA,SALDAÑA,29
TOLIMA,SAN ANTONIO,22
TOLIMA,SAN LUIS,23
TOLIMA,SANTA ISABEL,18
TOLIMA,SUAREZ,23
TOLIMA,VALLE DE SAN JUAN,27
TOLIMA,VENADILLO,27
TOLIMA,VILLAHERMOSA,18
TOLIMA,VILLARRICA,18
VALLE DEL CAUCA,SANTIAGO DE CALI, DISTRITO ESPECIAL, DEPORTIVO, CULTURAL, TURISTICO, EMPRESARIAL Y DE SERVICIOS,24
VALLE DEL CAUCA,ALCALA,21
VALLE DEL CAUCA,ANDALUCIA,23
VALLE DEL CAUCA,ANSERMANUEVO,23
VALLE DEL CAUCA,ARGELIA,18
VALLE DEL CAUCA,BOLIVAR,18
VALLE DEL CAUCA,BUENAVENTURA, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURISTICO,27
VALLE DEL CAUCA,GUADALAJARA DE BUGA,23
VALLE DEL CAUCA,BUGALAGRANDE,23
VALLE DEL CAUCA,CAICEDONIA,22
VALLE DEL CAUCA,DARIEN,21
VALLE DEL CAUCA,CANDELARIA,27
VALLE DEL CAUCA,CARTAGO,23
VALLE DEL CAUCA,DAGUA,18
VALLE DEL CAUCA,EL AGUILA,18
VALLE DEL CAUCA,EL CAIRO,18
VALLE DEL CAUCA,EL CERRITO,23
VALLE DEL CAUCA,EL DOVIO,18
VALLE DEL CAUCA,FLORIDA,23
VALLE DEL CAUCA,GINEBRA,23
VALLE DEL CAUCA,GUACARI,23
VALLE DEL CAUCA,JAMUNDI,24
VALLE DEL CAUCA,LA CUMBRE,18
VALLE DEL CAUCA,LA UNION,14
VALLE DEL CAUCA,LA VICTORIA,21
VALLE DEL CAUCA,OBANDO,24
VALLE DEL CAUCA,PALMIRA,23
VALLE DEL CAUCA,PRADERA,23
VALLE DEL CAUCA,RESTREPO,24
VALLE DEL CAUCA,RIOFRIO,23
VALLE DEL CAUCA,ROLDANILLO,24
VALLE DEL CAUCA,SAN PEDRO,27
VALLE DEL CAUCA,SEVILLA,18
VALLE DEL CAUCA,TORO,24
VALLE DEL CAUCA,TRUJILLO,18
VALLE DEL CAUCA,TULUA,23
VALLE DEL CAUCA,ULLOA,21
VALLE DEL CAUCA,VERSALLES,23
VALLE DEL CAUCA,VIJES,24
VALLE DEL CAUCA,YOTOCO,23
VALLE DEL CAUCA,YUMBO,24
VALLE DEL CAUCA,ZARZAL,25
ARAUCA,ARAUCA,27
ARAUCA,ARAUQUITA,27
ARAUCA,CRAVO NORTE,27
ARAUCA,FORTUL,25
ARAUCA,PUERTO RONDON,27
ARAUCA,SARAVENA,25
ARAUCA,TAME,26
CASANARE,YOPAL,27
CASANARE,AGUAZUL,27
CASANARE,CHAMEZA,18
CASANARE,HATO COROZAL,27
CASANARE,LA SALINA,14
CASANARE,MANI,27
CASANARE,MONTERREY,25
CASANARE,NUNCHIA,27
CASANARE,OROCUE,27
CASANARE,PAZ DE ARIPORO,27
CASANARE,PORE,27
CASANARE,RECETOR,25
CASANARE,SABANALARGA,18
CASANARE,SACAMA,18
CASANARE,SAN LUIS DE PALENQUE,27
CASANARE,TAMARA,23
CASANARE,TAURAMENA,25
CASANARE,TRINIDAD,27
CASANARE,VILLANUEVA,27
PUTUMAYO,MOCOA,23
PUTUMAYO,COLON,14
PUTUMAYO,ORITO,25
PUTUMAYO,PUERTO ASIS,25
PUTUMAYO,PUERTO CAICEDO,25
PUTUMAYO,PUERTO GUZMAN,25
PUTUMAYO,PUERTO LEGUIZAMO,25
PUTUMAYO,SIBUNDOY,14
PUTUMAYO,SAN FRANCISCO,21
PUTUMAYO,LA DORADA,29
PUTUMAYO,SANTIAGO,25
PUTUMAYO,LA HORMIGA,25
PUTUMAYO,VILLAGARZON,25
Archipiélago de San Andrés, Providencia y Santa Catalina,F,
Archipiélago de San Andrés, Providencia y Santa Catalina,F,
AMAZONAS,LETICIA,25
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,F,
AMAZONAS,PUERTO NARIÑO,25
AMAZONAS,F,
AMAZONAS,F,
GUAINÍA,INIRIDA,27
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAINÍA,F,
GUAVIARE,SAN JOSE DEL GUAVIARE,25
GUAVIARE,CALAMAR,29
GUAVIARE,EL RETORNO,25
GUAVIARE,MIRAFLORES,18
VAUPÉS,MITU,25
VAUPÉS,CARURU,25
VAUPÉS,F,
VAUPÉS,TARAIRA,25
VAUPÉS,F,
VAUPÉS,F,
VICHADA,PUERTO CARREÑO,29
VICHADA,LA PRIMAVERA,27
VICHADA,SANTA ROSALIA,27
VICHADA,CUMARIBO,27
